file_id,file_type,file_size_mb,days_since_creation,days_since_last_accessed,access_count_30d
FILE_0128,.xlsx,199.75,49,4,21
FILE_0129,.pdf,452.15,102,9,22
FILE_0130,.tmp,195.37,37,21,27
FILE_0131,.zip,220.1,144,18,18
FILE_0132,.docx,156.14,109,7,26
FILE_0133,.bak,85.36,55,10,23
FILE_0134,.log,509.33,32,22,39
FILE_0135,.pdf,95.2,43,2,6
FILE_0136,.png,548.45,92,11,40
FILE_0137,.png,440.66,121,15,15
FILE_0138,.log,775.51,52,27,37
FILE_0139,.docx,195.89,95,18,23
FILE_0140,.zip,709.55,153,14,16
FILE_0141,.bak,359.27,113,8,43
FILE_0142,.docx,593.74,39,21,16
FILE_0143,.xlsx,629.75,98,9,26
FILE_0144,.tmp,639.9,101,4,41
FILE_0145,.bak,557.43,23,18,43
FILE_0146,.log,653.12,49,17,17
FILE_0147,.png,560.47,180,22,46
FILE_0148,.xlsx,646.95,156,13,34
FILE_0149,.docx,574.87,63,29,49
FILE_0150,.zip,314.09,105,0,20
FILE_0151,.pdf,301.34,31,28,46
FILE_0152,.png,552.87,77,0,13
FILE_0153,.zip,373.35,164,2,47
FILE_0154,.tmp,81.57,173,10,26
FILE_0155,.log,447.55,41,2,18
FILE_0156,.tmp,608.23,142,24,47
FILE_0157,.tmp,611.57,160,21,49
FILE_0158,.bak,460.33,105,28,46
FILE_0159,.pdf,783.95,36,20,17
FILE_0160,.bak,759.97,108,25,32
FILE_0161,.log,202.21,178,6,23
FILE_0162,.png,572.11,137,30,20
FILE_0163,.log,741.41,88,23,6
FILE_0164,.pdf,788.24,77,27,12
FILE_0165,.zip,275.98,112,27,38
FILE_0166,.bak,106.98,18,10,20
FILE_0167,.png,225.99,170,23,33
FILE_0168,.log,726.28,147,30,9
FILE_0169,.bak,505.53,57,6,10
FILE_0170,.pdf,351.47,45,26,7
FILE_0171,.log,474.24,140,1,43
FILE_0172,.pdf,105.96,177,25,43
FILE_0173,.zip,71.18,63,29,7
FILE_0174,.tmp,466.13,27,20,45
FILE_0175,.xlsx,125.34,139,28,48
FILE_0176,.bak,481.08,12,8,18
FILE_0177,.xlsx,647.38,154,7,40
FILE_0178,.pdf,331.27,118,29,9
FILE_0179,.zip,538.84,53,8,20
FILE_0180,.pdf,593.22,17,7,23
FILE_0181,.zip,166.23,123,24,48
FILE_0182,.bak,449.28,19,1,22
FILE_0183,.docx,777.36,140,16,12
FILE_0184,.bak,735.0,82,11,38
FILE_0185,.bak,234.06,64,29,38
FILE_0186,.docx,222.47,121,28,46
FILE_0187,.log,406.74,138,16,13
FILE_0188,.pdf,95.39,20,18,37
FILE_0189,.zip,137.09,19,18,48
FILE_0190,.zip,412.42,108,27,47
FILE_0191,.zip,252.87,154,18,39
FILE_0192,.docx,491.68,131,12,46
FILE_0193,.docx,440.88,178,26,25
FILE_0194,.docx,408.43,84,2,47
FILE_0195,.docx,203.5,165,15,44
FILE_0196,.pdf,703.4,161,24,34
FILE_0197,.zip,76.63,18,0,44
FILE_0198,.zip,690.38,123,24,18
FILE_0199,.pdf,484.26,153,28,46
FILE_0200,.png,437.39,75,7,24
FILE_0201,.bak,557.14,64,27,50
FILE_0202,.zip,655.96,10,4,42
FILE_0203,.png,340.62,107,15,5
FILE_0204,.tmp,146.7,75,8,17
FILE_0205,.pdf,671.74,84,10,9
FILE_0206,.docx,263.56,35,5,25
FILE_0207,.zip,358.17,147,17,29
FILE_0208,.tmp,637.09,153,24,16
FILE_0209,.log,649.31,15,4,22
FILE_0210,.png,334.76,135,3,49
FILE_0211,.pdf,290.13,164,0,50
FILE_0212,.xlsx,769.6,23,8,28
FILE_0213,.pdf,389.88,71,21,12
FILE_0214,.zip,161.21,81,23,11
FILE_0215,.docx,173.63,21,8,21
FILE_0216,.xlsx,178.67,126,10,41
FILE_0217,.tmp,65.65,38,5,27
FILE_0218,.bak,438.53,108,15,41
FILE_0219,.bak,641.79,40,27,5
FILE_0220,.tmp,485.05,26,2,6
FILE_0221,.png,702.87,29,4,32
FILE_0222,.xlsx,379.71,107,1,17
FILE_0223,.pdf,85.66,62,14,24
FILE_0224,.log,463.12,108,6,11
FILE_0225,.zip,723.36,138,1,25
FILE_0226,.bak,351.69,41,14,30
FILE_0227,.docx,778.85,41,26,41
FILE_0228,.docx,287.14,36,6,29
FILE_0229,.xlsx,202.0,14,5,42
FILE_0230,.docx,642.75,124,10,11
FILE_0231,.bak,798.35,165,22,48
FILE_0232,.tmp,285.68,138,19,14
FILE_0233,.xlsx,568.55,152,24,10
FILE_0234,.zip,443.01,88,2,17
FILE_0235,.pdf,703.67,127,30,42
FILE_0236,.png,784.52,165,17,32
FILE_0237,.tmp,53.73,156,6,20
FILE_0238,.bak,514.99,86,19,11
FILE_0239,.log,407.48,80,17,33
FILE_0240,.zip,189.35,17,1,41
FILE_0241,.pdf,347.86,33,8,9
FILE_0242,.docx,217.0,177,28,50
FILE_0243,.xlsx,469.98,128,0,33
FILE_0244,.log,262.45,109,3,24
FILE_0245,.docx,766.82,100,11,11
FILE_0246,.bak,724.4,156,19,6
FILE_0247,.log,489.59,10,10,38
FILE_0248,.png,177.19,119,21,38
FILE_0249,.bak,482.5,159,24,27
FILE_0250,.bak,515.93,42,23,15
FILE_0251,.zip,468.23,177,11,29
FILE_0252,.log,434.13,36,9,22
FILE_0253,.docx,532.25,152,2,17
FILE_0254,.pdf,597.59,105,22,20
FILE_0255,.zip,782.2,23,19,10
FILE_0256,.bak,501.13,63,17,8
FILE_0257,.zip,589.47,81,15,31
FILE_0258,.tmp,565.61,174,18,24
FILE_0259,.tmp,243.58,156,15,47
FILE_0260,.zip,439.73,160,6,42
FILE_0261,.zip,184.02,158,12,12
FILE_0262,.tmp,505.88,108,6,14
FILE_0263,.zip,392.91,166,16,37
FILE_0264,.log,778.15,74,22,16
FILE_0265,.xlsx,236.19,133,19,14
FILE_0266,.png,115.82,116,12,9
FILE_0267,.zip,201.23,147,3,27
FILE_0268,.pdf,526.95,123,7,13
FILE_0269,.bak,485.19,88,18,49
FILE_0270,.log,283.1,176,3,29
FILE_0271,.bak,255.43,145,26,19
FILE_0272,.pdf,398.41,56,18,16
FILE_0273,.docx,162.48,104,29,42
FILE_0274,.zip,71.86,75,26,49
FILE_0275,.docx,242.1,96,22,31
FILE_0276,.png,361.28,21,13,27
FILE_0277,.png,480.55,177,13,28
FILE_0278,.tmp,730.35,18,6,15
FILE_0279,.tmp,259.18,34,19,33
FILE_0280,.log,421.5,73,4,26
FILE_0281,.log,722.34,40,3,27
FILE_0282,.pdf,701.49,85,0,8
FILE_0283,.bak,118.87,110,21,19
FILE_0284,.xlsx,169.79,73,27,41
FILE_0285,.log,305.81,157,30,44
FILE_0286,.log,341.57,92,12,41
FILE_0287,.pdf,394.0,160,19,18
FILE_0288,.pdf,531.4,110,20,31
FILE_0289,.log,797.48,58,2,22
FILE_0290,.docx,693.54,135,5,27
FILE_0291,.zip,667.1,131,4,30
FILE_0292,.png,62.82,49,15,12
FILE_0293,.xlsx,636.47,18,3,46
FILE_0294,.xlsx,472.62,56,4,11
FILE_0295,.bak,670.37,82,27,33
FILE_0296,.tmp,520.59,166,25,24
FILE_0297,.tmp,96.98,71,8,15
FILE_0298,.zip,674.46,168,27,37
FILE_0299,.xlsx,432.72,12,5,32
FILE_0300,.log,605.04,165,6,49
FILE_0301,.zip,448.73,137,20,22
FILE_0302,.png,133.4,140,27,14
FILE_0303,.pdf,437.84,96,27,16
FILE_0304,.tmp,461.37,165,26,17
FILE_0305,.pdf,124.38,157,30,11
FILE_0306,.tmp,341.91,18,0,31
FILE_0307,.bak,688.56,171,25,50
FILE_0308,.png,412.14,180,22,40
FILE_0309,.pdf,121.44,178,7,5
FILE_0310,.tmp,789.6,42,23,40
FILE_0311,.bak,74.36,169,21,44
FILE_0312,.docx,211.48,58,10,48
FILE_0313,.png,598.89,123,5,17
FILE_0314,.pdf,277.15,29,2,13
FILE_0315,.docx,252.16,161,16,38
FILE_0316,.pdf,687.68,132,28,42
FILE_0317,.xlsx,439.66,89,7,31
FILE_0318,.zip,242.66,123,21,8
FILE_0319,.docx,376.14,110,25,20
FILE_0320,.tmp,134.66,21,20,36
FILE_0321,.zip,56.04,21,0,44
FILE_0322,.png,302.88,154,22,26
FILE_0323,.xlsx,159.25,92,16,8
FILE_0324,.zip,228.5,81,15,45
FILE_0325,.png,723.48,89,4,25
FILE_0326,.png,553.07,162,26,5
FILE_0327,.tmp,245.01,96,27,28
FILE_0328,.png,224.88,109,5,45
FILE_0329,.zip,377.13,109,30,33
FILE_0330,.png,640.78,107,7,44
FILE_0331,.log,609.8,64,15,22
FILE_0332,.pdf,171.64,40,12,44
FILE_0333,.tmp,113.5,160,18,37
FILE_0334,.log,796.14,82,28,15
FILE_0335,.pdf,449.15,61,23,10
FILE_0336,.xlsx,524.69,15,4,45
FILE_0337,.docx,793.35,150,26,18
FILE_0338,.pdf,397.28,172,20,35
FILE_0339,.zip,359.65,65,13,45
FILE_0340,.tmp,362.01,76,29,37
FILE_0341,.tmp,53.27,48,7,44
FILE_0342,.docx,737.58,50,16,9
FILE_0343,.png,164.29,72,10,7
FILE_0344,.zip,594.15,142,1,26
FILE_0345,.zip,87.24,90,26,13
FILE_0346,.bak,656.7,45,28,39
FILE_0347,.xlsx,590.0,97,12,19
FILE_0348,.log,692.95,118,24,22
FILE_0349,.zip,86.85,113,17,9
FILE_0350,.zip,677.17,47,6,8
FILE_0351,.bak,322.56,90,14,24
FILE_0352,.log,428.32,59,14,16
FILE_0353,.png,550.25,35,10,8
FILE_0354,.pdf,531.26,66,16,13
FILE_0355,.png,556.76,71,18,36
FILE_0356,.pdf,594.69,174,4,40
FILE_0357,.tmp,101.64,135,10,28
FILE_0358,.png,647.8,58,23,43
FILE_0359,.log,718.09,81,1,11
FILE_0360,.pdf,565.72,20,6,6
FILE_0361,.png,192.75,164,22,28
FILE_0362,.pdf,397.01,96,6,33
FILE_0363,.tmp,585.3,36,18,23
FILE_0364,.bak,734.1,159,6,6
FILE_0365,.log,326.32,91,9,26
FILE_0366,.xlsx,299.75,136,17,36
FILE_0367,.log,215.92,115,1,49
FILE_0368,.log,72.91,19,18,42
FILE_0369,.docx,291.5,120,16,36
FILE_0370,.xlsx,326.24,164,3,37
FILE_0371,.pdf,455.11,136,1,41
FILE_0372,.pdf,146.54,56,11,42
FILE_0373,.bak,468.52,105,2,20
FILE_0374,.pdf,358.44,12,4,48
FILE_0375,.bak,331.27,142,26,12
FILE_0376,.bak,184.41,48,8,46
FILE_0377,.png,397.97,107,18,46
FILE_0378,.docx,103.66,157,12,41
FILE_0379,.bak,340.45,54,9,21
FILE_0380,.bak,375.71,14,10,41
FILE_0381,.bak,489.94,173,19,13
FILE_0382,.docx,50.46,122,16,16
FILE_0383,.pdf,623.44,91,25,34
FILE_0384,.xlsx,467.56,31,10,35
FILE_0385,.png,288.39,23,17,16
FILE_0386,.png,73.59,154,22,49
FILE_0387,.tmp,97.53,65,11,48
FILE_0388,.bak,135.44,99,2,29
FILE_0389,.xlsx,755.72,152,24,40
FILE_0390,.pdf,223.8,39,3,50
FILE_0391,.docx,520.03,69,23,37
FILE_0392,.xlsx,731.61,180,11,7
FILE_0393,.tmp,350.19,144,19,20
FILE_0394,.bak,610.53,73,2,29
FILE_0395,.tmp,293.5,178,26,14
FILE_0396,.bak,255.46,161,29,21
FILE_0397,.log,575.34,106,7,28
FILE_0398,.log,239.77,154,30,46
FILE_0399,.png,190.51,103,3,30
FILE_0400,.pdf,121.81,25,11,11
FILE_0401,.bak,773.63,65,22,40
FILE_0402,.xlsx,274.82,165,22,46
FILE_0403,.log,564.24,54,24,37
FILE_0404,.tmp,390.84,137,8,50
FILE_0405,.png,320.82,51,9,20
FILE_0406,.pdf,149.19,141,5,6
FILE_0407,.xlsx,646.31,133,13,39
FILE_0408,.tmp,280.29,179,27,40
FILE_0409,.tmp,94.75,31,4,11
FILE_0410,.docx,205.54,124,30,12
FILE_0411,.png,406.7,167,10,25
FILE_0412,.pdf,589.41,71,0,26
FILE_0413,.pdf,677.71,26,24,13
FILE_0414,.log,125.82,36,20,38
FILE_0415,.xlsx,381.03,76,19,22
FILE_0416,.bak,665.57,77,27,20
FILE_0417,.log,169.05,67,27,50
FILE_0418,.png,364.81,150,8,43
FILE_0419,.zip,393.0,162,24,27
FILE_0420,.log,78.78,65,6,14
FILE_0421,.docx,469.44,134,18,41
FILE_0422,.xlsx,240.0,166,22,39
FILE_0423,.pdf,359.29,134,6,37
FILE_0424,.log,387.43,83,26,45
FILE_0425,.log,668.06,52,24,39
FILE_0426,.docx,448.97,155,12,25
FILE_0427,.zip,710.5,144,16,28
FILE_0428,.xlsx,776.16,52,4,7
FILE_0429,.docx,798.9,50,13,42
FILE_0430,.xlsx,617.07,76,8,33
FILE_0431,.png,469.44,163,11,27
FILE_0432,.pdf,680.45,41,16,35
FILE_0433,.png,421.29,170,0,43
FILE_0434,.tmp,521.15,45,0,43
FILE_0435,.log,215.68,67,9,34
FILE_0436,.docx,576.65,27,16,16
FILE_0437,.docx,759.28,49,12,13
FILE_0438,.pdf,666.28,31,4,32
FILE_0439,.log,69.87,166,2,17
FILE_0440,.tmp,209.05,104,19,40
FILE_0441,.bak,363.43,79,17,33
FILE_0442,.png,471.73,70,2,7
FILE_0443,.docx,444.57,99,20,8
FILE_0444,.log,690.91,26,6,17
FILE_0445,.tmp,706.75,95,20,47
FILE_0446,.pdf,626.33,51,21,47
FILE_0447,.tmp,84.9,149,10,31
FILE_0448,.bak,790.06,74,5,16
FILE_0449,.docx,283.55,163,0,23
FILE_0450,.bak,407.42,54,23,7
FILE_0451,.tmp,686.72,131,30,29
FILE_0452,.docx,530.49,48,25,8
FILE_0453,.tmp,191.45,170,8,24
FILE_0454,.png,244.24,169,23,46
FILE_0455,.docx,507.33,161,5,30
FILE_0456,.xlsx,484.82,62,4,41
FILE_0457,.zip,282.23,136,14,49
FILE_0458,.tmp,140.95,30,30,24
FILE_0459,.png,789.26,92,12,30
FILE_0460,.xlsx,65.45,116,7,25
FILE_0461,.xlsx,233.53,67,25,21
FILE_0462,.zip,488.06,14,5,27
FILE_0463,.bak,142.47,173,18,48
FILE_0464,.docx,75.93,35,22,7
FILE_0465,.tmp,634.46,49,30,15
FILE_0466,.pdf,475.83,56,21,20
FILE_0467,.bak,719.76,46,12,39
FILE_0468,.xlsx,98.13,63,27,41
FILE_0469,.png,220.84,145,1,45
FILE_0470,.zip,781.45,153,17,35
FILE_0471,.log,557.34,166,28,13
FILE_0472,.zip,235.46,70,4,41
FILE_0473,.png,674.45,17,11,7
FILE_0474,.xlsx,147.46,82,6,36
FILE_0475,.docx,428.9,55,28,12
FILE_0476,.bak,732.37,172,18,16
FILE_0477,.zip,66.4,23,20,48
FILE_0478,.pdf,578.92,166,7,8
FILE_0479,.zip,659.93,59,19,23
FILE_0480,.bak,572.39,45,14,11
FILE_0481,.zip,440.35,153,28,43
FILE_0482,.xlsx,389.42,14,2,32
FILE_0483,.bak,426.97,175,6,35
FILE_0484,.pdf,682.27,145,15,49
FILE_0485,.pdf,630.33,139,2,27
FILE_0486,.xlsx,655.94,174,16,23
FILE_0487,.zip,535.62,111,16,15
FILE_0488,.zip,499.65,29,11,36
FILE_0489,.bak,557.21,77,26,5
FILE_0490,.xlsx,646.92,75,15,48
FILE_0491,.docx,120.28,123,25,12
FILE_0492,.tmp,81.3,141,23,26
FILE_0493,.bak,666.98,117,18,41
FILE_0494,.log,241.07,77,2,40
FILE_0495,.png,371.47,63,9,33
FILE_0496,.tmp,506.71,38,0,23
FILE_0497,.png,522.25,87,21,8
FILE_0498,.bak,562.73,14,14,24
FILE_0499,.png,681.24,28,15,7
FILE_0500,.pdf,737.27,12,9,45
FILE_0501,.xlsx,786.58,126,30,15
FILE_0502,.bak,236.94,74,5,9
FILE_0503,.png,705.54,85,4,48
FILE_0504,.png,197.18,67,26,21
FILE_0505,.bak,406.57,16,13,10
FILE_0506,.png,537.67,165,3,30
FILE_0507,.log,699.75,143,1,11
FILE_0508,.pdf,120.35,172,13,22
FILE_0509,.docx,788.56,117,16,7
FILE_0510,.docx,746.51,168,26,7
FILE_0511,.xlsx,174.44,87,17,44
FILE_0512,.tmp,725.81,169,29,24
FILE_0513,.pdf,762.8,22,1,5
FILE_0514,.pdf,102.5,38,18,24
FILE_0515,.docx,400.02,115,17,13
FILE_0516,.zip,462.79,173,12,8
FILE_0517,.tmp,305.87,149,15,29
FILE_0518,.zip,166.32,114,24,13
FILE_0519,.png,761.99,80,6,42
FILE_0520,.tmp,779.29,99,8,28
FILE_0521,.log,482.58,116,22,10
FILE_0522,.docx,727.98,93,30,25
FILE_0523,.pdf,200.81,168,10,22
FILE_0524,.pdf,615.3,78,27,43
FILE_0525,.pdf,584.4,28,3,40
FILE_0526,.log,216.36,87,29,6
FILE_0527,.pdf,768.88,50,15,25
FILE_0528,.pdf,661.28,70,9,41
FILE_0529,.bak,799.6,118,3,45
FILE_0530,.zip,132.91,19,5,14
FILE_0531,.bak,299.53,156,28,30
FILE_0532,.png,115.4,123,2,20
FILE_0533,.zip,157.94,177,10,38
FILE_0534,.xlsx,142.03,33,11,35
FILE_0535,.docx,496.73,165,3,26
FILE_0536,.png,410.82,67,24,8
FILE_0537,.zip,390.33,52,1,6
FILE_0538,.tmp,574.6,58,30,12
FILE_0539,.pdf,491.15,36,0,33
FILE_0540,.xlsx,352.87,170,6,44
FILE_0541,.zip,567.91,88,19,25
FILE_0542,.png,553.54,173,2,7
FILE_0543,.pdf,286.76,175,5,28
FILE_0544,.bak,88.49,180,26,16
FILE_0545,.png,429.07,30,16,39
FILE_0546,.zip,171.92,54,27,47
FILE_0547,.tmp,429.3,160,14,6
FILE_0548,.bak,376.88,93,4,7
FILE_0549,.docx,308.68,92,10,32
FILE_0550,.png,285.94,87,8,49
FILE_0551,.docx,778.59,106,13,44
FILE_0552,.xlsx,564.92,69,27,19
FILE_0553,.tmp,636.87,43,14,35
FILE_0554,.bak,780.44,120,16,6
FILE_0555,.tmp,312.07,145,12,34
FILE_0556,.xlsx,642.23,38,2,15
FILE_0557,.tmp,714.72,162,22,34
FILE_0558,.zip,225.54,172,27,8
FILE_0559,.bak,699.81,163,23,30
FILE_0560,.png,398.9,95,24,26
FILE_0561,.png,451.19,118,10,27
FILE_0562,.bak,637.25,19,4,48
FILE_0563,.pdf,532.6,51,22,31
FILE_0564,.xlsx,704.9,85,23,8
FILE_0565,.bak,59.11,75,12,36
FILE_0566,.pdf,257.02,26,1,8
FILE_0567,.tmp,623.65,57,20,44
FILE_0568,.tmp,775.03,27,4,47
FILE_0569,.docx,216.38,71,29,8
FILE_0570,.png,776.65,13,6,33
FILE_0571,.pdf,545.16,61,25,13
FILE_0572,.png,105.4,47,16,37
FILE_0573,.xlsx,380.62,14,9,6
FILE_0574,.docx,508.45,129,24,7
FILE_0575,.pdf,285.06,57,18,36
FILE_0576,.docx,220.6,172,7,13
FILE_0577,.pdf,255.35,93,7,7
FILE_0578,.docx,569.89,149,19,48
FILE_0579,.zip,701.64,168,10,37
FILE_0580,.tmp,429.38,155,3,46
FILE_0581,.png,238.74,11,0,46
FILE_0582,.xlsx,197.45,128,30,50
FILE_0583,.xlsx,701.25,157,30,41
FILE_0584,.xlsx,734.14,142,10,6
FILE_0585,.pdf,519.33,131,30,32
FILE_0586,.xlsx,290.3,139,2,36
FILE_0587,.log,334.07,18,14,34
FILE_0588,.docx,486.51,121,21,11
FILE_0589,.xlsx,603.41,116,3,11
FILE_0590,.docx,668.39,89,12,11
FILE_0591,.bak,233.19,137,17,32
FILE_0592,.png,643.48,44,21,35
FILE_0593,.log,491.48,141,3,25
FILE_0594,.tmp,501.87,103,29,21
FILE_0595,.zip,65.38,134,11,10
FILE_0596,.pdf,602.07,156,5,31
FILE_0597,.tmp,624.3,139,29,24
FILE_0598,.tmp,69.84,134,28,15
FILE_0599,.docx,536.03,165,17,16
FILE_0600,.zip,177.99,92,7,20
FILE_0601,.xlsx,109.09,88,19,18
FILE_0602,.png,319.57,125,15,47
FILE_0603,.bak,705.0,164,18,50
FILE_0604,.log,257.03,51,16,36
FILE_0605,.bak,432.83,103,21,34
FILE_0606,.xlsx,318.54,24,7,12
FILE_0607,.tmp,447.33,172,11,15
FILE_0608,.pdf,618.3,24,3,18
FILE_0609,.xlsx,639.2,73,0,33
FILE_0610,.bak,427.23,95,1,14
FILE_0611,.zip,127.82,107,14,6
FILE_0612,.tmp,474.29,143,28,44
FILE_0613,.tmp,412.83,59,3,8
FILE_0614,.xlsx,87.0,38,2,35
FILE_0615,.pdf,403.96,22,3,25
FILE_0616,.docx,216.37,94,23,43
FILE_0617,.xlsx,656.32,33,22,23
FILE_0618,.tmp,208.22,45,15,20
FILE_0619,.xlsx,755.87,99,1,49
FILE_0620,.png,606.28,137,29,35
FILE_0621,.tmp,720.58,76,13,43
FILE_0622,.xlsx,207.32,91,8,18
FILE_0623,.pdf,223.72,116,25,22
FILE_0624,.xlsx,329.17,100,8,45
FILE_0625,.log,715.15,163,3,18
FILE_0626,.docx,634.09,24,22,16
FILE_0627,.xlsx,63.32,44,24,9
FILE_0628,.log,123.59,151,0,42
FILE_0629,.bak,767.67,142,16,23
FILE_0630,.tmp,679.4,113,9,18
FILE_0631,.png,101.52,116,29,29
FILE_0632,.tmp,562.75,172,9,26
FILE_0633,.pdf,138.72,133,0,21
FILE_0634,.pdf,392.04,174,4,49
FILE_0635,.zip,280.26,13,7,11
FILE_0636,.png,584.32,151,0,50
FILE_0637,.log,177.98,175,0,48
FILE_0638,.log,288.55,124,28,23
FILE_0639,.png,61.04,24,24,46
FILE_0640,.pdf,403.39,112,11,23
FILE_0641,.tmp,88.27,152,12,10
FILE_0642,.xlsx,672.9,116,27,13
FILE_0643,.xlsx,251.58,62,28,46
FILE_0644,.docx,391.82,150,0,25
FILE_0645,.bak,280.06,82,26,38
FILE_0646,.xlsx,249.42,168,22,36
FILE_0647,.pdf,375.15,162,4,36
FILE_0648,.pdf,780.45,148,18,26
FILE_0649,.docx,737.87,70,6,28
FILE_0650,.docx,724.8,58,4,17
FILE_0651,.docx,586.86,67,14,21
FILE_0652,.docx,466.85,103,19,41
FILE_0653,.zip,651.99,153,23,21
FILE_0654,.zip,157.33,125,22,42
